timestamp,tweet_text,username,all_hashtags,location,followers_count,retweet_count,favorite_count
2022-05-18 20:58:58+00:00,"b'Unless the producer is ill (from things like heavy metals or contagious pathogens), human milk produced by any human is safe for infants to drink. The larger concern is usually the quantity produced, as an insufficient production of breast milk requires supplemental feeding.'",b'tree_fossil',[],,363,0,0
2022-05-18 20:58:57+00:00,"b'However, breast enlargement and milk production can occur at many different ages and outside of pregnancy as well. It is less common, and sometimes occurs because of medical disorders, but small amounts of lactation are normal quirks of breast tissue in all groups of humans.'",b'tree_fossil',[],,363,0,0
2022-05-18 20:58:56+00:00,"b'The main factors contributing to milk production are breast tissue development and hormone quantities in the body, particularly progesterone, prolactin, and oxytocin. In humans (though not all mammals), development of male and female breast tissue is very similar.'",b'tree_fossil',[],,363,0,0
2022-05-18 20:52:37+00:00,"b'@letsbekind2 @Iotusmon3tr @ajesterofsorts @karterstrophic it is shockingly, basic scientific knowledge that male breast tissue lacks specialized lobules for milk production. can u explain how HRT would induce the body to develop specialized lobules for milk production? it would be groundbreaking scientific info if u could. https://t.co/BGevMFE3Zb'",b'conicalcanines',[],,227,3,10
2022-05-18 20:51:34+00:00,"b'Equity? @BillGates  Lab Produced Breast Milk = Baby Formula - Vilify cattle.  - Buy huge swaths of farmland.  - Stall production of baby formula.  - Release ""new and improved"" lab-created, breast milk, cultured in huge petri-dish, type tanks. - Rake in the cash! https://t.co/tW26zclA03'",b'Faithful_USA',[],USA,908,0,0
2022-05-18 20:44:35+00:00,"b""Today's USDA #milk production report: April 2022 production (in the 24 major states) totaled 18.3 billion pounds, down .9% from April 2021. Overall trend for milk production continues to edge lower.\xf0\x9f\x90\x84\xf0\x9f\xa5\x9b""",b'naomiblohm',['milk'],"West Bend, WI",7104,0,0
2022-05-18 20:42:16+00:00,"b""@DeborahDupre @BetteMidler It takes a lot of trying when you first breastfeed, but don't give up. Eventually the baby latches on and the milk production starts.""",b'EvaFalino',[],,4,0,0
2022-05-18 20:37:55+00:00,"b'@YisraelChaiAdam @AnaOpp No she is a woman, science says transwomen are women.  Explain how the breast milk is different, all humans have mammary glands (required for milk production) it just requires hormones to activate.'",b'SummerNerdStar',[],California,78,0,0
2022-05-18 20:35:04+00:00,b'April 2022 Milk Production summary: #dairy #milkproduction https://t.co/3qva6KeJBa',b'CIHedging',"['dairy', 'milkproduction']","Chicago, IL",488,0,0
2022-05-18 20:32:34+00:00,"b""@YisraelChaiAdam @AnaOpp She isn't a man, but everyone has the capability to as long as the body receives the hormones that activate milk production.""",b'SummerNerdStar',[],California,78,0,0
2022-05-18 20:32:24+00:00,b'There is literally historical precedent of cismen giving breast milk.  Hormonal production is a sex trait that can be WILDLY diverse. https://t.co/gTxetn7UTa',b'AudreyyOwO',[],Ry'leh ,551,0,3
2022-05-18 20:32:00+00:00,"b""@voxdotcom I am confused in African ... aren't you supposed to give love and food to stimulate breast milk production ?  Why are you shilling for procesed food ?  https://t.co/LOD3An937p""",b'DashCam_Angola',[],Angola,548,1,0
2022-05-18 20:31:53+00:00,b'@SarahTaber_bww \xe2\x80\x9cDairy farmers would be a misnomer. Dairy farmers created dairy farm corporations that took over milk production that caused this. They blocked milk from smaller dairy farms to create their own mega dairy manufacturing facilities. They are the ones who did this.\xe2\x80\x9d Hashtag Walmart',b'rodangol',[],"Arkansas, USA",505,0,0
2022-05-18 20:25:27+00:00,b'@ipmilat @C2H6O2_Milk @AnaOpp Hormones Newman Goldfarb protocol uses hormones to activate the milk production. The baby is literally ingesting milk.',b'SummerNerdStar',[],California,78,0,0
2022-05-18 20:24:27+00:00,"b'@fairleigh_ag Decrease in DM intake and increase stress due to weather conditions (torrential rain all day here) can negatively affect energy balance then compromise pregnancy due to competing energy demands ie maintenance, pregnancy, milk production. That\xe2\x80\x99s to the best of my knowledge Bruce'",b'Olcastletown',[],North Cork ,941,0,0
2022-05-18 20:22:53+00:00,"b""@VictoryIllinois @RizomaSchool I am confused in African ... aren't you supposed to give love and food to stimulate breast milk production ?  https://t.co/BEtGaD6K5f""",b'DashCam_Angola',[],Angola,548,0,0
2022-05-18 20:20:11+00:00,b'@nuveeena @BreezyScroll The size of a person\xe2\x80\x99s breasts is not directly correlated with how much or how little milk they can produce.\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f I swear some of y\xe2\x80\x99all need to take some human biology and/or anatomy classes. She can pump around the clock and her body with ramp up production to meet the demand.',b'AloneNTheGarden',[],,71,0,0
2022-05-18 20:12:58+00:00,"b'Y\xe2\x80\x99all humans have breast tissue, milk ducts, oxytocin and prolactin, (the hormones responsible for milk production) regardless of sex. There have been times of famine/strife where fathers have become so desperate they attempt to feed their children &amp; are able to produce milk! https://t.co/v3I5oOov0e'",b'radspace_dad',[],,85,1,6
2022-05-18 20:11:53+00:00,"b""I tried to breastfeed but couldn't. Combo of not enough milk production and having an infection and had to take strong toxic antibiotics that polluted the little milk production I had...""",b'westside_ti_7',[],"California, USA",258,0,0
2022-05-18 20:11:19+00:00,b'@poetrypainter @avesatanas @ReduxxMag Anecdotal. I was put on BC pills when daughter was 4mos old. Told it might decrease amount but milk shouldn\xe2\x80\x99t be effected. I kept same amount but baby lost weight. I expressed and it was water with a thin layer of \xe2\x80\x9cmilk\xe2\x80\x9d looked like dishwater.  Milk production is delicate.',b'VERBAL_CHANCLA',[],Burque Baby,4263,0,0
2022-05-18 20:02:01+00:00,"b'Milk production in the 24 major states during April totaled 18.3 billion pounds. Production per cow averaged 2,054 pounds. https://t.co/AvkaMkOGZ7'",b'usda_nass',[],"Washington, DC",52220,2,3
2022-05-18 20:01:41+00:00,"b'RMA has sent notification that there will be no Dairy Revenue Protection (DRP) sales on May 18, 2022 due to the release of the Milk Production report.'",b'BenRand10',[],"Elwood, NE",285,0,0
2022-05-18 20:01:03+00:00,b'#Milk production was lowered with smaller herd\xc2\xa0in the latest @usda_nass report. Find the details @brownfield #agnews https://t.co/El3u1I91ea',b'BRNAgNews_NH',"['Milk', 'agnews']",Michigan ,1966,6,1
2022-05-18 19:53:48+00:00,"b""@nytimes The US is really hopeless, there is not enough milk powder and they should increase production or import more, but they don't do that, they want men to provide milk. What a sad and ridiculous thing it is.""",b'redhawk1025',[],,4,0,4
2022-05-18 19:52:41+00:00,"b""@MaeNena73 Let me be clear. Neither issue is good for humans. But the point of cow insemination is that the cows have no ability to pick good partners for maximum milk production. Farmers don't keep a lot of bulls around because they're dangerous for people and the cows.""",b'TheresaMihalko',[],"Pennsylvania, USA",1703,0,2
2022-05-18 19:52:14+00:00,"b""@BittyCharms @pseudelight @Esqueer_ Men have them as well. It's the hormones that make milk production possible.""",b'kevdog',[],In The Weeds,1252,0,1
2022-05-18 19:42:46+00:00,"b'@ipmilat @C2H6O2_Milk @AnaOpp ""in theory, men can breastfeed. Male breasts have milk ducts, and some mammary tissue. They also have oxytocin and prolactin, the hormones responsible for milk production.""'",b'BernadetteB1961',[],,5132,0,1
2022-05-18 19:36:18+00:00,b'Helen of Troy about seizing the means of Breast Milk production.  Few',b'Shestovian',[],tech suport call centr,3656,1,6
2022-05-18 19:34:48+00:00,"b""spain #Asturias is one of the main production areas of milk in Spain and that's something you can feel in its \xf0\x9f\x94\x9d gastronomy. Have you ever tried the Cabrales cheese? \xf0\x9f\xa7\x80 It's simply amazing! \xf0\x9f\x98\x8b  \xf0\x9f\x91\x89 https://t.co/OAOVcqhnox  #YouDeserveSpain #VisitSpain #S\xe2\x80\xa6 https://t.co/FnFIwyWb4x""",b'lugaz2500',"['Asturias', 'YouDeserveSpain', 'VisitSpain', 'S']","Washington, DC",22086,0,0
2022-05-18 19:28:18+00:00,"b'#Milk production in the 24 major States during April totaled 18.3 billion pounds, down 0.9 percent from April 2021, https://t.co/nMlWSGwFjs https://t.co/Gx9kgEsSyH'",b'FarmPolicy',['Milk'],"Champaign, IL",23503,0,0
2022-05-18 19:28:08+00:00,"b""@JordanLeviLV @KatyMontgomerie @AMW66696 Whatever substance is being excreted, it's not milk. Milk production requires milk glands which males do not grow.""",b'secret2coconut',[],,29,0,2
2022-05-18 19:27:31+00:00,"b'Cyprus farmers dump milk, light fires in price, production protest - https://t.co/7jba80a4KN https://t.co/nudYZ6EcuZ'",b'WolfDailyNews',[],,83,0,0
2022-05-18 19:26:01+00:00,"b'#AgLaw HotLink: ""Global Milk Production Sees Uptick"" https://t.co/CFFDn12OUi #dairy #milk #agriculture @farmda'",b'AgShaleLaw',"['AgLaw', 'dairy', 'milk', 'agriculture']","State College, PA",2138,0,0
2022-05-18 19:25:35+00:00,"b""@saralikeclara I checked the studies linked. Both state successful feeding, production of 6oz of breastmilk daily after being pumped full of medication.   Didn't check child's intake, confirm they were the sole feeder, or seemed to test the quality of the milk. Also seems a very small amount.""",b'HenryGlennRobe1',[],United Kingdom,5,0,2
2022-05-18 19:25:16+00:00,b'@JimMcDoc What solution do you propose to those ones that cannot depend on breast milk? Should the government declare the production emergency act to make those companies switch their whole attention to this issue ?',b'ProcdocAU',[],"Milwaukee, WI",794,0,0
2022-05-18 19:20:33+00:00,b'@lambwhite3 @Sports_Doctor2 @aproko_doctor @the_beardedsina This is wrong in a sane world  But wokeness won\xe2\x80\x99t be the end of us  Piercing does not affect milk production but will affect kids sucking (latching) and increases the risk of infection which will also lead to mastitis however pierced nipple make milk production messier',b'realnursemalik',[],,1267,1,4
2022-05-18 19:18:16+00:00,"b'Report -  Been rubbing my nipples for a couple hours straight.  No milk production, just road rash.. any help on lactating would be appreciated.  (Context from previous tweet)'",b'OnTheBrink14',[],,2,0,0
2022-05-18 19:13:54+00:00,"b'Every time I see similar headlines, I think @MogTheUrbanite various lectures series https://t.co/7T3Edn9opV'",b'LicenseToCat',[],,3088,0,0
2022-05-18 19:12:01+00:00,b'Women didn\xe2\x80\x99t want the vax in their breast milk for the baby.  So they with formula. Production lost. Now catastrophe. https://t.co/PnsGaGfUHs',b'Magamagaman22',[],,765,0,0
2022-05-18 19:10:31+00:00,b'Apr US milk production millions of pounds YoY by state. https://t.co/PxtoEVWY9B https://t.co/LQlvkJBGlm',b'ronh999dairy',[],"Ohio, USA",704,0,0
2022-05-18 19:10:29+00:00,b'Apr US milk production percent YoY by state. https://t.co/PxtoEVWY9B https://t.co/HdFCL9QZVD',b'ronh999dairy',[],"Ohio, USA",704,0,0
2022-05-18 19:07:22+00:00,b'Apr US milk production was -1.0% YoY. https://t.co/PxtoEVWY9B https://t.co/0CSGXmmQWb',b'ronh999dairy',[],"Ohio, USA",704,0,0
2022-05-18 19:00:21+00:00,b'*U.S. April Milk Production at 19.150 Bln Pounds: USDA',b'faststocknewss',[],"Boise, ID",30166,2,2
2022-05-18 19:00:15+00:00,b'#Asturias is one of the main areas of milk production in Spain and so has some incredible cheeses for you to taste! Have you ever tried Cabrales cheese? \xf0\x9f\xa7\x80 Simply delicious! \xf0\x9f\x98\x8b  \xf0\x9f\x91\x89 https://t.co/GzaJpNyyHg  #YouDeserveSpain #VisitSpain #SpainGastronomy @TurismoAsturias https://t.co/iP8sADVmc9',b'Spain_inUK',"['Asturias', 'YouDeserveSpain', 'VisitSpain', 'SpainGastronomy']",London,72290,0,7
2022-05-18 19:00:15+00:00,"b""#Asturias is one of the main production areas of milk in Spain and that's something you can feel in its \xf0\x9f\x94\x9d gastronomy. Have you ever tried the Cabrales cheese? \xf0\x9f\xa7\x80 It's simply amazing! \xf0\x9f\x98\x8b  \xf0\x9f\x91\x89 https://t.co/bSO3uB4Gh2  #YouDeserveSpain #VisitSpain #SpainGastronomy @TurismoAsturias https://t.co/HA6bSRoUI4""",b'spain',"['Asturias', 'YouDeserveSpain', 'VisitSpain', 'SpainGastronomy']",España,331247,17,51
2022-05-18 18:57:17+00:00,"b'Thank you Alyssa for your contributions to society\xe2\x9d\xa4\xef\xb8\x8f  When Covid-19 vaccines went into production, the air cargo industry provided refrigerated cargo capacity to fly vaccines to where they were needed. So I urge air cargo operators to do the same with donated breast milk. https://t.co/OHEpWWJ0Gw'",b'ARKovnat',[],,448,0,0
2022-05-18 18:56:10+00:00,"b'@BreezyScroll Thank you Alyssa for your contributions to society\xe2\x9d\xa4\xef\xb8\x8f  When Covid-19 vaccines went into production, the air cargo industry provided refrigerated cargo capacity to fly vaccines to where they were needed. So I urge air cargo operators to do the same with donated breast milk.'",b'ARKovnat',[],,448,0,0
2022-05-18 18:55:15+00:00,"b""#Asturias is one of the main production areas of milk in Spain and that's something you can feel in its \xf0\x9f\x94\x9d gastronomy. Have you ever tried the Cabrales cheese? \xf0\x9f\xa7\x80 It's simply amazing! \xf0\x9f\x98\x8b  \xf0\x9f\x91\x89 https://t.co/lO84KrIYgI  #YouDeserveSpain #VisitSpain #SpainGastronomy @TurismoAsturias https://t.co/RqlAkVt0zX""",b'SpainInCanada',"['Asturias', 'YouDeserveSpain', 'VisitSpain', 'SpainGastronomy']","Toronto, ON",4051,0,0
2022-05-18 18:55:06+00:00,"b'It is entirely possible to re-lactate and nurse a baby. It is even possible for women who have never given birth to initiate milk production.  It take a lot of dedication and time, but it is possible. https://t.co/ND1UsUVrXc'",b'LissaKay',[],,829,0,1
2022-05-18 18:54:26+00:00,"b'@EarthWoman208 @voxdotcom It is entirely possible to re-lactate and nurse a baby. It is even possible for women who have never given birth to initiate milk production.  It take a lot of dedication and time, but it is possible.'",b'LissaKay',[],,829,0,0
2022-05-18 18:21:01+00:00,"b""@jupitersscourge @WeepingWill0w83 @EchoofG @Esqueer_ You really think everyone else is uneducated, don't you. Classic.  Men don't produce milk Hormone treatment makes men produce milk Men, biologically, do not have what it takes. Non-pregnant women also, do not have what it takes Milk production can be unnatural  So complicated, ik""",b'eaton_kuntz',[],,78,0,1
2022-05-18 18:17:42+00:00,b'Im so tired of seeing ads directed toward me about what I can do to help my milk production. The answer is nothing. Your diet has little affect on your milk supply unless you\xe2\x80\x99re like extremely malnourished. You cannot change the macros of your milk (like fat and protein).',b'umzmx',[],,1209,0,3
2022-05-18 18:14:05+00:00,"b""anyone can produce breat milk! the only exception is when the ducts have been removed or, for whatever reason, did not form in utero! men can breastfeed too!! all you need is prolactin, the production of which isn't even strictly tied to pregnancy!""",b'GlimmerGuts',[],Yeehaw Land║Commissions: OPEN,129,0,0
2022-05-18 18:09:34+00:00,"b'@ChrisCollins888 @TristanSnell Jobs, cancer treatment, mastectomies, adoption, failure to thrive conditions in many infants, premies, postpartum depression, low milk production, twins/triplets, death of mother, pain/discomfort when nursing, ...'",b'Mamallama21',[],,7,0,0
2022-05-18 18:03:16+00:00,"b'@_ShadieThaSlime One of the biggest plants on producing it for America was shit down due to coronavirus and recall , then you got all the conspiracy shit with Bill gates in production for a new breast milk company.'",b'BiggieBack',[],,1166,0,0
2022-05-18 17:41:36+00:00,"b'With #WorldMilkDay coming up on June 1, I am excited to share that I will be speaking at the World Milk Day 2022 Special Workshop Edition where we will discuss how to empower #Youth for #SustainableDairy production in Nigeria.   I hope to see you there. #EnjoyDairy #YouthinAg https://t.co/CeU9aZX9JY'",b'Robynne_A',"['WorldMilkDay', 'Youth', 'SustainableDairy', 'EnjoyDairy', 'YouthinAg']",,1439,1,5
2022-05-18 17:41:27+00:00,"b'@AutismCapital I am developing a ""Cash Cattle"" theory and this is part of it. This is akin to keeping a cow pregnant to increase milk production. We are the cattle for the 1%. UBI is next. It will be the feedstock for the 99% to keep the bubble inflating.'",b'DamnYeahCrypto',[],"Louisiana, USA",136,0,0
2022-05-18 17:27:41+00:00,"b'Farmers today in Cyprus blocked all main roads in &amp; out of Nicosia, as the fixed price of milk does not cover increased production costs due to increased energy costs. Police helpless against the huge numbers. Chaos. Reported protests also in France, Belgium, Holland. In Britain?'",b'madgie1941',[],Earth,23593,33,72
2022-05-18 17:26:56+00:00,b'They also claim that trans milk is somehow chemical sewage because it has to be coaxed as if at least a 1/3rd of cis women struggle with milk production to the point of needing chemical intervention and supplementing. https://t.co/ZIztqOUUfL',b'TheHorrorOf97',[],Down The Rabbit Hole,757,0,1
2022-05-18 17:18:35+00:00,b'My forecast for US April milk production is -0.69% YoY.',b'ronh999dairy',[],"Ohio, USA",704,0,0
2022-05-18 17:18:03+00:00,"b""Consumer prices will continue to soar due to rocketing production costs, warns Lurpak producer | Business News - https://t.co/vAFM7mzPvF{           Britain's biggest dairy producer has admitted the price of milk will continue to soar due to rocketing energy costs that hav... https://t.co/A73Mjpwcm1""",b'isearch247',[],,1743,0,0
2022-05-18 17:10:37+00:00,"b""@shelly78310 @voxdotcom As did we. Our daughter had severe colic which meant feeds took hours. Milk production was very low and slow and required hours of pumping every day. I agree it's not easy for some, and not possible for others, but this article is just so wrong.""",b'The__Brogans',[],,8,0,0
2022-05-18 17:10:07+00:00,"b""@TheBirdFlip @RichardKicker8 @voxdotcom Breast cancer, cancer treatment, surgery, all have a possibility of disabling milk production. But I'm a leftist so what do I know...""",b'micahnightwolf',[],pic by @MissBarkinDraws,1393,0,0
2022-05-18 17:05:49+00:00,"b'@catherineroyuk Your body may just decide to prioritise your survival over milk production and the survival of your baby because that is what bodies (yes, even mothers\xe2\x80\x99 bodies) do.  Luckily, we have formula, even if your body doesn\xe2\x80\x99t know about it!'",b'kiityc',[],Northern Ireland,1673,1,6
2022-05-18 16:47:19+00:00,"b""@DrDanMarshall @AntinatalistUSA @voxdotcom Omg lol, I didn't read the thread.  Well, I mean it could be a sexual kink, it doesn't change the necessity of breast milk.  In the tribes though there were no head injuries or meds. They used crying &amp; let the baby try to breast feed, this caused milk production.""",b'Chuck234567890',[],Earth,74,0,0
2022-05-18 16:44:22+00:00,"b""@samandpixie @Morcia Monsanto and GMO crops poisoned milk &amp; chemical spraying on food in your production factories... NA I'll pas.  I've got a pretty good picture of how bad the farming industry is.  Go do one.  I'm an individual truth seeker.""",b'AncientThoth',[],Classified,25,0,0
2022-05-18 16:41:51+00:00,b'@MSuzman @gatesfoundation =  Tigers (2014   a film by French production company ASAP  The episode that repeated in Pakistan in 1990s was repetition of the Nestle Baby Milk Scandal that killed countless numbers of babies   https://t.co/bOne4mBSBo',b'setsetcircle3',[],,262,0,0
2022-05-18 16:41:32+00:00,"b'@AlMacsky @simoncclark456 @ecoreflections @fleroy1974 When you take the gene responsible for milk production from a cow and insert it into yeast, it produces an identical version of that protein.  It\xe2\x80\x99s not misuse of language, it\xe2\x80\x99s the science behind precision fermentation.'",b'pete_ar_fryn',[],gogledd cyrmu | north wales,343,0,0
2022-05-18 16:40:43+00:00,"b'@AP Some would like to breastfeed, but ones like myself didn\xe2\x80\x99t have a long enough maternity leave to establish milk production. I was told it can take at least 12-16 weeks &amp; I just didn\xe2\x80\x99t have enough time. We don\xe2\x80\x99t value mothers in this country, but we sure like to shame them.'",b'UnhappyMariner',[],,80,6,40
2022-05-18 16:39:47+00:00,b'@nadageek @Suzann3SN @RepKinzinger The government oversees the production of breast milk via FDA   The plant was shut down voluntarily bye the company and there was no evidence of cross-contamination the bacteria found in the baby that died did not match the bacteria samples found in the factory.',b'Michael02537403',[],,1,0,0
2022-05-18 16:39:31+00:00,"b'@AP Jfc! Women cannot just \xe2\x80\x9cbreast feed\xe2\x80\x9d months after the baby is born!!!! Breasts actually stop producing milk that\xe2\x80\x99s not being used!!! It\xe2\x80\x99s difficult, if not impossible, to restart milk production. How do people not know this by now??? #ReadABook'",b'JuliaGulia5280',['ReadABook'],"Denver, CO",155,0,13
2022-05-18 16:39:26+00:00,b'@allisonroyaltv @ParryNormals =  Tigers (2014   a film by French production company ASAP  The episode that repeated in Pakistan in 1990s was repetition of the Nestle Baby Milk Scandal that killed countless numbers of babies   https://t.co/bOne4mBSBo',b'setsetcircle3',[],,262,0,0
2022-05-18 16:30:00+00:00,"b'Our facility is #freefrom gluten and 12 top allergens! No peanut, no tree nuts, no soy, no milk, no fish/shellfish, no sesame, no lupin, no sulfite, no mustard, no corn on equipment, in production room or in packaging, no artificial colors, flavors or sugars!!! #poweredbyzego'",b'ZEGOFoods',"['freefrom', 'poweredbyzego']","Based in San Francisco, CA",2128,0,0
2022-05-18 16:24:05+00:00,"b'THREAD - GUILTY UNTIL YOU PROVE IT!  1/x  [They] seem to have turned America upside down!  ""We accuse you, therefore you\'re guilty!""  No, they should have their day in court before being forced to be shut down!  https://t.co/A7zPcRDnT7 https://t.co/LiNp5QCsE4'",b'TeethLiberty',[],libertyteeth@libertyteeth.xyz,3526,1,1
2022-05-18 16:11:01+00:00,"b'@Brother_Mychael @Ojiaku96 Just say your milk production company, we will understand better'",b'DD_keane',[],Nigeria,90,0,0
2022-05-18 15:50:38+00:00,"b'@itsjustraye @LynPoole6 @miss_teabaggins ""Both males and females have breasts. The structure of the male breast is nearly identical to that of the female breast, except that the male breast tissue lacks the specialized lobules, as there is no physiologic need for milk production by the male breast.""'",b'TheDude42596275',[],,30,0,0
2022-05-18 15:40:10+00:00,"b'@CreativeNotEvil @Esqueer_ Yes! People have different viral exposures and antibody production. One such example, I breast fed while getting the COVID vaccine which my antibodies passed into my breast milk to my son. I subsequently donated breast milk to close friends with unvaccinated older babies!'",b'cnm_MD',[],"Columbus, OH",53,0,15
2022-05-18 15:33:34+00:00,"b""@allisonroyaltv All true, also, Windows 11 is boosting harmful emissions of gama waves in bottom part of your screen to target woman's breast to lower milk production. The solution however, is quite simple \xf0\x9f\x91\x87 https://t.co/dm7jWbVghA""",b'p_cichy',[],,1,0,0
2022-05-18 15:30:59+00:00,"b""@mocena @KWiersoAgain @Esqueer_ @nprfreshair Wet nursing is not induced lactation. Wet nursing is taking women who are mothers of toddlers about to be weened anyway and continuing their milk production for the use if newborns. In fact during slavery the Black mother's milk was used even if her own baby was a newborn""",b'AdreanaInLB',[],"Bad Wildbad, Deutschland",3259,0,1
2022-05-18 15:23:29+00:00,b'@colindgraigue @AlanBurton12 @DarraghScott @ChristyTuffy @davidm3329 @billokeeffe @Agnozzer1 @RayORegan1 @Peterhynes15 Colin would u milk a low solids low production cow with an udder  on the floor \xe2\x80\xa6.or 3 spins ?????\xe2\x80\xa6.I take it no but you think giving the beef farmer poor conformation calves is ok \xe2\x80\xa6.you wouldn\xe2\x80\x99t make money with that cow \xe2\x80\xa6beef man makes nothing with poor calf \xe2\x80\xa6that simple',b'JerryMoloney1',[],Nenagh,3113,0,5
2022-05-18 15:19:17+00:00,"b""@MrSipoga Artisanal milk production in Nigeria is not what can sustain a thriving dairy industry. Our cattle yield an average of 1.6l/day compared to Friesians doing 30/day. Our management systems and cattle breeds aren't meant for proper milk production.""",b'MASKURAID',[],Ubiquity...,2057,0,0
2022-05-18 15:18:36+00:00,"b""@Esqueer_ Don't all humans have mammary glands anyway?  If memory serves its the specific hormonal cocktail that pregnancy induces that incites milk production""",b'ItsEmAus_tw',[],Aionios,128,0,6
2022-05-18 15:11:04+00:00,b'@deftonesenjoyr @boyfeminizer you have to take actual supplements and also uhh stimulate milk production with like a breast pump',b'ecoterroristgf',[],,1288,0,1
2022-05-18 15:08:10+00:00,b'@ChrisVermilion Dairy farmers would be a misnomer. It was corporations that took over milk production that caused this. They stopped accepting milk from actual dairy farmers and instead created their own mega dairy manufacturing facilities. They are the ones who did this.',b'EauClaireNCM',[],,54,1,1
2022-05-18 15:01:51+00:00,"b""The formula shortage is because powder milk formula was contaminated at one of the main production plant. I think they should come with a better solution than closing the plant. Pasteurization of the milk? Boil the milk, that's it. We have forgotten the basics. https://t.co/zG3l8BmOQU""",b'murgastorrazza',[],Panama,2814,0,0
2022-05-18 15:01:38+00:00,b'@theflowernurse Cell culture technology wants to revolutionise milk production in the same way as lab-grown meat and https://t.co/PPDCg77x3B is producing lab- mammary  milk...I am starting to write a thread abound the new milk business!',b'SylvieGelinet',[],"Yvelines, Ile-de-France",1800,1,1
2022-05-18 15:00:13+00:00,"b'Global milk supplies are starting to increase slightly, but it could take a year to rebuild U.S. dairy product inventories. Dairy farmers will need to be proactive in managing input costs during these challenging times.  https://t.co/Gs5DqjEK4p  #dairyoutlook'",b'farmer_kansas',['dairyoutlook'],,143,0,0
2022-05-18 14:59:45+00:00,"b""@saralikeclara What the fuck are they on about? It's possible to induce some milk production in males if you give them the right hormones, they'll never produce more than a fraction of a teasppon and never vast quantities on demand like most mothers who breastfeed....""",b'LeithMotive',[],,2891,0,2
2022-05-18 14:49:46+00:00,"b""@lizavitaeli With all due respect, you're actually wrong about this- all humans have mammary glands which can allow for milk production under the right hormonal circumstances. If you'd like to learn more: https://t.co/qa46XLYcfg.""",b'Whimsyfluff',[],,90,0,1
2022-05-18 14:47:11+00:00,b'@PatriotVerity @miss_teabaggins And tons of cis women take it to improve milk production.',b'pjoreterffery',[],,166,0,0
